id,book_name,book_publisher,book_author,book_description,book_desc,book_position,dewy_tenth,col_8,book_seriesno,book_seriesname,book_col11,book_access,book_creator,deleted_at,created_at,updated_at
2447,مجلة ايام مصرية,مطبعه واصدار-مؤسسة روزاليوسف - العدد28-السنه 2007م,المشرف العام-احمد كمالى ,يحتوى على سنه1933م محمد توفيق دياب صحفى وقضية وطن سيرة ذاتية,موسوعة مصر الحديثة ومجلة مصر المحروسة ومجلة ذاكرة مصر ومجلة ايام مصرية ,ر64-ك3ج28,,,,,سعره 10,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2448,مجلة ايام مصرية ,مطبعه واصدار-مؤسسة روزاليوسف - العدد-السنه 2013م,المشرف العام-احمد كمالى ,يحتوى على نادى الصيد المصرى زمان نادى الصيد بداء باربعة لجان ومقره الرئيسى فى قصر النيل الان ...نادى الصيد يضم اكثر من خمسين لجنة ...وتوسعات كبرى فى القطامية واكتوبر وبورسعيد,موسوعة مصر الحديثة ومجلة مصر المحروسة ومجلة ذاكرة مصر ومجلة ايام مصرية ,ر64-ك3ج0,,,,,سعره 10,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2449,مجلة ايام مصرية,مطبعه واصدار-مؤسسة روزاليوسيف- عدد تذكارى - السنه 2018م,المشرف العام-احمد كمالى ,يحتوى على حزب الوفد 100 عام - الجزء الاول ..النشاة ووزارة سعد الشعبية,موسوعة مصر الحديثة ومجلة مصر المحروسة ومجلة ذاكرة مصر ومجلة ايام مصرية ,ر64-ك3,,,,,سعره 10,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2450,دار الكتب المصرية سيرة ومسيرة1870-2008,مطبعه-دار الكتب والوثائق القومية *رقم ايداع2009-4551,اعداد-مشيرة جمال اليوسفى - مراجعه-د.احمد هلال ,يحتوى على دار الكتب سيرة ومسيرة1870 الى 2008م دار الكتب من درب الجماميز الى كورنيش النيل تطور التنظيم الادارى والمالى لدار الكتب - المركز العلمية بدار الكتب المصرية الادارة ومراحل تطورها مشروعات التطور دار الكتب المصرية واحتوى على نبذة عن الشخصيلا التى تولت ادارة دار الكتب منذ عام 1872 وحتى الان,مناسبات مصرية وعالمية,ر92-ك9,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2451,ملك السلام فى ارض السلام,مطبعه-محفوظ  للمؤلف* رقم ايداع2017-22802,اعداد- جينا وليم,يحتوى على ملك السلام فى ارض السلام رحلة العائلة المقدسة الى مصر ويحتوى على صور تاريخية ,مصر,ر59-ك32,273.92,978-977-90-5015-7,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2452,جولة فى اسنا,مطبعه-تاتش برس*رقم ايداع2008-22493,اعداد-اكليريكى طلعت ايوب ارمانيوس -مراجعه وتقديم-نيافة الانبا هدرا مطران اسوان ورئيس دير الانبا باخوميوسبحاجر ادفو,يحتوى على جولة فى اسيا الزيارة التاريخية لقداسة البابا شنودة الثالث وتدشين مذابح كنيسة الام دولاجى قصة حياة الام دولاجى واولادها وشهداء اسنا ومراحل بناء كنيستها واهم معالمها المسيحية والاثرية,كنائس واديرة,ر17-ك69,,,,,سعره 10,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2453,موجز تاريخ المسيحية,مطبعه-ملجا الايتام القبطى الخيرى بمصر- طبعه اكتوبر 1949م ,اعداد-يسطس الدويرى ,يحتوى على موجز تاريخ المسيحية من بدء المسيحية الى مصر المجامع المسكونية ,تاريخ الكنائس المسيحية,ر28-ك5,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2454,مجلة روزاليوسف,مطبعه - البلاغ -واصدار-مؤسسة روزاليوسف - العدد الاول - الاثنين 26 اكتوبر سنه1925,المشرف العام- السيدة روزاليوسف ,يحتوى على تحف فن التصوير 1992 طبعه تذكارية بمناسبة معرض الكتاب الدولى للمصور الايطالى النابغ نيسان من سنه 1482-1576 زعيم المدرسة الفنيسية فى التصوير الصورة الاولى فلورا والثانية مارى المجدلية ذات التاريخ المعروف فى الانجيل والاساطير والتى من اجلها صدرت كلمة المسيح الماثورة (من كان منكم بلا خطية فليرمها اولا بحجر),مناسبات مصرية وعالمية,ر94-ك7,,,,,سعره 1,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2455,اطلس المكتشفين والرحالة,ناشر- دار المشرق العربى - طبعه اولى2018م *رقم ايداع2014-9842,تاليف-امال فرج,يحتوى على اطلس المكتشفين الرحالة الذين كان لهم الفضل فى تطوير وتوسيع المعرفة باجزاء العالم وبذلك ساهموا فى نهضتهم بعد عصر الظلام وامثلة منهم ابن جبيرا - ابن بطوطة -كريستوفركولومبوس ماركو بولو وغيرهم الكثير ,تراجم ادباء وفنانين وعلماء وزعماء حول العالم,ر49-ك16,,978-977-85114-30-7,,,سعره 25,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2456,ديوان الحياة المعاصرة 1876-1882,مطبعه-الاهرام - القاهرة - ناشر-مركز تاريخ الاهرام *رقم ايداع1995-2322,تاليف-د.يونان لبيب رزق,يحتوى على ديوان الحياة المعاصرة الاهرام جريدة الاهرم تاريخ الميلاد عصر اسماعيل محل الميلاد الاسكندرية جريدة التقاليد اهرام - اهرام مجاورة الازهر الذى اسسس صفحة الراى اعلانات اول زمن مصر وحرب الفيل والحوت ليالى الانس شئون عربية مستغربات ومستظرفات برلمان طنطا الوزارة الاولى ممنوع البولوتيكا خلع الخديو يحيا الخديو لغز العدد3..1 تداخل الاجنبين فى بر مصر من السلاملك الى الفسحة يوم حريق الاهرام الحرب حول الشرعية محاكمة الدقائق الخمسة يعتبر هذا العمل عبارة عن سجلا لاهم الموضوعات التى حفات بها جريدة الاهرام وذلك منذ عام 1876م,,ر96-ك2ج1,,977-13-129-2,ج1,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2457,ديوان الحياة المعاصرة,مطبعه-الاهرام - القاهرة - ناشر-مركز تاريخ الاهرام ,تاليف-د.يونان لبيب رزق,يحتوى على ديواان الحياة المعاصرة التطورات الاجتماعية مؤسسات حديثة قضايا اقتصادية فنون العالم فى عيون المصريين الصحافة ومنها سكك حديد مصر سكه حديد سوارس جنينة الاسبكية الرصد خانه الخديوية ,,ر96-ك2ج2,,,ج2ق2,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2458,ديوان الحياة المعاصرة,مطبعه-الاهرام - القاهرة - ناشر-مركز تاريخ الاهرام *رقم ايداع1999-14220,تاليف-د.يونان لبيب رزق,يحتوى على ديوان الحياة المعاصرة الاحتلال والحركة الوطنية حكومة مصر وحكامها التعليم والثقافة ,,ر96-ك2ج3,,977-13-0295-7,ج3ق1,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2459,ديوان الحياة المعاصرة,مطبعه-الاهرام - القاهرة - ناشر-مركز تاريخ الاهرام*رقم ايداع2000-17860,تاليف-د.يونان لبيب رزق,يحتوى على ديوان الحياة المعاصرة مؤسسات ومرافق واوضاع اجتماعية صحافة خاتمة الكشاف وتطرق الكتاب الى نشاة السكك الزراعية والترامواى الكهربائى ومجارى المحروسة الهلال الاحمر دار التحف والعاديات والاثار المصرية ,,ر96-ك2ج3,,977-13-0310-4,ج3ق2,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2460,ديوان الحياة المعاصرة,مطبعه-الاهرام - القاهرة - ناشر-مركز تاريخ الاهرام*رقم ايداع2002-10103,تايف-د.يونان لبيب رزق,يحتوى على ديوان الحياة المعاصرة الحركة الوطنية حكومة مصر وحكامها قضايا عربية ,,ر96-ك2ج4,,977-13-0329-9,ك6ج4ق1,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2461,ديوان الحياة المعاصرة ,مطبعه-الاهرام - القاهرة - ناشر-مركز تاريخ الاهرام*رقم ايداع2002-18436,تاليف-د.يونان لبيب رزق,يحتوى على ديوان الحياة المعاصرة مؤسسات ومرافق اوضاع اجتماعية صحافة وقد تطرق الباحث فى هذا الجزء الى نشاة مصر الجديدة فى صحراء العباسية وعملية مد خط ترام يصلها بوسط المدينة ,,ر96-ك2ج7,,977-13-333-3,ك7,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2462,ديوان الحياة المعاصرة ,مطبعه-الاهرام - القاهرة - ناشر-مركز تاريخ الاهرام*رقم ايداع2003-4486,تاليف-د.يونان لبيب رزق,يحتوى على ديوان الحياة المعاصرة الحرب فى العالم وفى مصر اثار الحرب على مصر شئون مصرية ثقافة وفنون,,ر96-ك2ج8,,477-13-0340-6,ك8,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2463,ديوان الحياة المعاصرة ,مطبعه-الاهرام - القاهرة - ناشر-مركز تاريخ الاهرام *رقم ايداع2004-1760,تاليف-د.يونان لبيب رزق,يحتوى على ديوان الحياة المعاصرة مصر فى ثورة ساسة وسياسة تطورات دستورية غروب الدولة العلية,,ر96-ك2ج9,,977-13-0341-4,ك9,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2464,ديوان الحياة المعاصرة ,مطبعه- الاهرام - القاهرة - ناشر-مركز تاريخ الاهرام *رقم ايداع2004-9377,تاليف-د.يونان لبيب رزق,يحتوى على ديوان الحياة المعاصرة شئون اجتماعية واقتصادية ثقافية وفنون صحافة,,ر96-ك2ج10,,977-13-0315-7,ك10,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2465,ديوان الحياة المعاصرة ,مطبعه- الاهرام - القاهرة - ناشر-مركز تاريخ الاهرام *رقم ايداع2004-18081,تاليف-د.يونان لبيب رزق,يحتوى على ديوان الحياة المعاصرة احوال مصر الحركة الوطنية حكومة مصر وحكامها الملف العربى ,,ر96-ك2ج11,,977-13-0348-1,ك11,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2466,ديوان الحياة المعاصرة ,مطبعه- الاهرام - القاهرة - ناشر-مركز تاريخ الاهرام*رقم ايداع 2005-5280,تاليف-د.يونان لبيب رزق,يحتوى على ديوان الحياة المعاصرة احوال مصر الاجتماعية 1924-1927 شئون ثقافية اوضاع اجتماعية اقتصادية صحافة ,,ر96-ك2ج12,,977-13-0349,ك12,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2467,ديوان الحياة المعاصرة,مطبعه- الاهرام - القاهرة - ناشر-مركز تاريخ الاهرام*رقم ايداع2005-15738,تاليف-د.يونان لبيب رزق,يحتوى على ديوان الحياة المعاصرةاحوال مصر السياسية1927-1930حكومة مصر وحكامها الحركة الوطنية علاقات دولية كما احتوى هذا الجزء على الكنيسة القبطية عابرة للقارات فى العصور الحديثة ومن البلاد التابعه لها الحبشة وتطرق الى المطران الذى خلع حاكم الحبشة عندما حاد عن مشورة عظماء مملكته النجاشى يطلب مطرنا متطلعا فى اللغتين الانجليزية والفرنسية الرهبان الاحباش يعترضون على تعيير زيهم بزى الاساقفة الاقباط كوش ابو الاحباش ومصرايم ابو المصريين كانا اخوين ,,ر96-ك2ج13,,977-13-358-9,ك13,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2468,ديوان الحياة المعاصرة ,مطبعه-الاهرام - القاهرة - ناشر-مركز تاريخ الاهرام*رقم ايداع2006-2111,تاليف-د.يونان لبيب رزق,يحتوى على ديوان الحياة المعاصرة احوال مصر الاجتماعية 1927-1930 اوضاع اجتماعية واقتصادية قضايا ثقافية صحافة رياضة ,,ر96-ك2ج14,,977-17-2953-5,ك14,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2469,تاريخ انتشارالديانة المسيحية ,مطبعه-القاهرة الحديثة للطباعه - طبعه ثانية1981م*رقم ايداع1981-3586,تاليف-المتنيح القس منسى يوحنا  ,يحتوى على حوادث الاضطهاد فى عهد اليهود والرومان انتقام الله من اليهود سبب كراهة الامم للمسيحين حياة تلاميذ السيد المسيح ورسلة الاطهار اوريجانوس ودفاعه عن المسيحية مشاهير الشهداء كيفية الحكم والقصاص على المسيحيين ,كنائس وطوائف ومذاهب متنوعة,ر27-ك41,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2470,Coptic Monasticism The Monastery of st. MASARIUS,Printed in-Monastery of st. Macarius-طبعه2001م*رقم ايداع1981-1949,Fther-Matta El-Meskeen,يحتوى على دير القديس مكاريوس ,كنائس واديرة,ر17-ك70,,977-7325-40-x,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2471,الى اقصى الارض,مطبعه-رؤية للطباعه-طبعه ثانية*رقم ايداع2013-16397,بقلم-روث ا.تكر,يحتوى على تاريخ الكرازة بالانجيل بداية من عصر الرسل حتى وصولها الى اقصى الارض يحتوى على الكرازة للامبراطورية الرومانية وارساليات كنيسة روما الكاثوليكية والارساليات للهنود والامريكيين وارساليات البروستانت والارساليات الى جنوب ووسط اسيا وافريقيا والصين وجزر الهادى والعالم العربى وكوريا واليابان وتطرق الى المرسلات غير المتزوجات والطلاب المتطوعون ومرسلوالايمان والى شهداء القرن العشرين وارساليات الكنائس الصغيرة وقد وثق الكتاب الكثير من ابوابة مدعما بالصور ,كرازة وارساليات,ر13-ك22,,978-977-90-0906-3,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2472,الاثار المصرية فى وادى النيل,ناشر-دار الكرنك - طبعه1963م,تاليف-جيمس بيكى - ترجمة -لبيب حبشى وشفيق فريد- مراجعه-د.محمدجمال مختار ,يحتوى على الاثار المصرية فى وادى النيل الدلتا والقاهرة حتى منطقة صقارة مابين الفيوم الاقصر الاقصر شرقا وغربا مابعد الاقصر حتى الخرطوم وبعض من لوحات تاريخية وفنية,عمارة واثار ,ر32-ك14,,,ج1-495,الالف كتاب ,سعره 28,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2473,سيرة القديس انبا مقار ,مطبعه-دير القديس انبا مقار -ناشر-دار مجلة مرقس *رقم ايداع1989-7073,مؤلف-الاب متى المسكين,يحتوى على سيرة القديس انبا مقار,تراجم سير قديسين,ر7-ك156,,977-448-086-4,1,قديسو برية شهيت,سهره 10,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2474,الشهيد الكارز القس رافائيل موسى ايوب,مطبعه-دار نوبار - العبور ناشر-كنيسة الانبا بولا بالاسماعيلية- طبعه اولى 2018م- اصدار-مطرانية الاسماعيلية ومطرانية سيناء الشمالية للاقباط الارثوذكس,اعداد-القمص بولا كامل واحباء ابينا رافائيل بالاسماعيلية والعريش - مراجعه وتقديم-نيافة الحبر الجليل الانبا قزمان ونيافة الحبر الجليل الانبا سارافيم,يحتوى على سيرة وحياة الشهيد الكارز القس موسى بمرور عام على استشهاده كان كاهن كنيسة الشهيد العظيم مارجرجس بالعريش والذى امتدت الية رصاصات الارهاب الاعمى بعد ماتم صلاة القداس,تراجم كهنة ورهبان وراهبات,ر9-ك159,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2475,كتاب شرح فصول دستور الايمان حسب تعليم كنيسة القبط والحبشى والسريان,مطبعه-التوفيق - كلوت بك - طبعه اولى 1907م,تاليف-الراهب ميخائيل المقارى - القمص سلامة منصور خادم المرقسية ,يحتوى على شرح فصول دستور الايمان حسب تعليم كنيسة القبط والحبشى والسريان واهتم جدا فى فصوله بالتطرق لسر المعمودية ,كنائس وطوائف ومذاهب متنوعة,ر27-ك42,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2476,دير الشهداء باسنا ,مطبعه-امبريال- عابدين - ناشر-دير الشهداء بجبل اغاثون - اسنا- طبعه ثانية ابريل 2006م*رقم ايداع2006-7864,اعداد-طلعت ايوب ارمانيوس - تقديم القمص صرابامون الباخومى وكيل مطرانية اسنا ,يحتوى على دير الشهداء باسنا المدخل الى تاريخ الدير حلقات الاضطهاد على اسنا تطويب ومديح لابائى شهداء اسنا دير الشهداء رسوم الفرسكو الدير الحديث اباء خدموا بالدير شجرة الخرنوب شجرة الجميز احتفالات الدير مدافن الاقباط,كنائس واديرة,ر17-ك71,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2477,سفيرة السماء حبيبة القديسين حياة صالح ابراهيم ,ناقص,اعداد-اساقفة وكهنه وخدام واسرتها ,يحتوى على سيرة وحياة سفيرة السماء حبيبة القديسين حياة صالح ابراهيم,تراجم علمانيون,ر10-ك115,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2478,قاموس المصطلحات الكنيسة ,ناشر-كنيسة الشهيد العظيم مارجرجس باسبورتنج - طبعه 1986م,اعداد-كنيسة الشهيد العظيم مارجرجس باسبورتينج,يحتوى على قاموس المصطلحات الكنيسة مدعم ببعض الصور المرسومة للتوضيح,قواميس واطالس الكتاب المقدس +النتيجة القبطية,ر41-ك44,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2479,البابا ديوسقوروس الاسكندرى حامى الايمان 444-454م,مطبعه-دار الراعى الصالح للطباعه - ناشر-دير سيدة البرموس - طبعه رابعه مزيدة ومنقحة2018م*رقم ايداع2011-16845-عنى بنشرة نيافة الحبر الجليل الانبا ايسيذروس اسقف ورئيس دير سيدة البراموس اعده للنشر القمص يسطس البراموسى,تاليف-مثلث الرحمات مارغريغوريوس بولس مطران بغداد والبصرة للسريان الارثوذكس - مراجعه وتقديم-مثلث الرحمات نيافة انبا غريغوريوس اسقف عام للدراسات العليا الللاهوتية والثقافية القبطية والبحث العلمى,يحتوى على سيرة البابا ديسقورس الاسكندرى حامى الايمان 444-454م وهو البابا رقم 25 فى تعداد بطاركة الكرسى السكندرى ,تراجم بطاركة,ر3-ك54,,977-5088-72-0,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2480,الدليل الى الكنائس والاديرة القديمة من الجيزة الى اسوان,ناشر-دير الانبا بيشاى سوهاج ,اعداد-قسم العمارة القبطية بمعهد الدراسات القبطية - اشراف-الراهب القس صموئيل السريان - ماجيستيرمهندس-بديع حبيب جورجى,يحتوى على الدليل الى الكنائس والاديرة القديمة من الجيزة الى اسوان ويحتوى على مجموعه من الخرائط ووصف الكنائس والاديرة من الجيزة الى اسوان,كنائس واديرة,ر17-ك58,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2481,المتحف القبطى وكنائس القاهرة القديمة ,مطابع دار النوبار للطباعه - القاهرة - ناشر-الشركة المصرية العالمية للنشر لونجمان-طبعه اولى 1996م*رقم ايداع1995-9947,تاليف وترجمة-د.جودت جبرة مع اسهامات لانتونى الكوك,يحتوى على المتحف المتحف القبطى وكنائس القاهرة القديمة ملخص لاهم الاحداث 30 ق 1517م نبذة تاريخية تاريخ الكنيسة معنى قبطى الكنيسة المصرية وطقوسها الموسيقى الكنسية الرهبنة الفن القبطى من خلال المتحف القبطى مختارات من الاعمال الفنية فى المتحف القبطى كنائس مصر القديمة حصن بابليون الكنائس داخل الحصن كنائس خارج حصن بابليون كنائس جنوب حصن بابليون كنائس القاهرة الفاطمية,متاحف,ر35-ك14,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2482,رسالة الهيئة العامة لكهنة القاهرة العيد الثانى لجلوس قداسة البابا الانبا كيرلس السادس,مطبعه- الوحدة بالفجالة - الرسالة 3- السنه 10 مايو 1961م ,اصدار- الهيئة العامة للكهنه القاهرة ,يحتوى على العيد الثانى لجلوس قداسة الانبا كيرلس السادس,تراجم بطاركة,ر3-ك55,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2483,النهضة فى اندونيسيا,مطبعه-دار الطباعه القومية بالفجالة - ناشر-القس جمال عبد المسيح *رقم ايداع1986-4304,تاليف-كورث كوتش ,يحتوى على النهضة فى اندونيسيا  مدرسة اللاهوت بجافا النهضة فى تيمور فرصة اسيا الصغرى الربب يدعو عن طريق الرؤى اشتعال نار النهضة فى روث تقارير عن النهضة وبعنى ادق يتطرق الكتاب الى تاريخ اندونسيا وتاريخ الكرازة والتبشير فيها,كرازة وارساليات,ر13-ك23,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2484,زيارة اديرة الصعيد سوهاج اسيوط المنيا ,اصدار-كنيسة مارمرقس بمصر الجديدة ,اعداد-كنيسة مارمرقس القبطية الارثوذكسية مصر الجديدة ,يحتوى على تفاصيل تاريخية عن اديرة الصعيد سوهاج اسيوط المنيا وبه تمجيد وتراتيل ,كنائس واديرة,ر17-ك59,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2485,هكذا عاش هكذا تكلم حكاية العمر,مطبعه-دير الشهيد العظيم مارمينا العجايبى بمريوط - ناشر-المركز الثقاى القبطى الارثوذكس - اصدار-بطريركية الاقباط الارثوذكس -طبعة اولى اكتوبر 2012- طبعه ثانية 2013م*رقم ايداع2012-22026,اعداد-المركز الثقافى القبطى الارثوذكس بالكاتدرائية المرقسية بالانبا رويس بالعباسية ,يحتوى على هكذا عاش ...هكذا تكلمحكاية العمر كما رواهامثلث الرحمات قداسة البابا شنودة الثالث مرحلة الطفولة مرحلة الصبا والشباب محطات هامة مرحلة الاسقفية مرحلة البابوية الوطن والعروبة الرؤساء الرئيس السادات الرئيس مبارك خبرات ومواجهات متنوعة الام وكل هذا هو عبارة عن سجل يحوى داخلة مسيرة الباباشنودة الثالث ال117 المتنيح,تراجم البابا شنودة,ر4-ك33,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2486,اهل الذمة فى مصر فى العصر الفاطمى الاول ,مطبعه-الهيئة المصرية العامة للكتاب- طبعه1995م*رقم ايداع1994-9636,تاليف-د.سلام شافعى محمود,يحتوى على اهل الذمة فى مصر فى العصر الفاطمى الاول ويتناول فية تاريخ النصارى واليهود كما تناول اهل الذمة والوظائف العامة  اهل الذمة والحياة الاقتصادية الحياة الاجتماعية والدينية لاهل الذمة علاقة الدولة الفاطمية بالدولة المسيحية واثر ذلك على اهل الذمة ,مصر,ر55-ك32,,977-01-4166-6,75,تاريخ المصريين,سعره 300 قرش,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2487,الطبقات الشعبية فى القاهرة المملوكية1250-1517م,مطبعه-الهيئة المصرية العامة للكتاب - طبعه1999م*رقم ايداع1999-8469,تاليف-د.محاسن محمد الوقاد,يحتوى على الطبقات الشعبية فى القاهرة المملوكية 1250-1517متجمعات الطبقات الشعبية فى القاهرة الوضع الاقتصادى للطبقات الشعبية وسياسة الدولة عادات وتقاليد الطبقات الشعبية ,مصر,ر55-ك33,,977-01-6147,152,تاريخ المصريين,سعره 400 قرش,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2488,موعد عيد الميلاد,مطبعه- دار الطباعه القومية بالفجالة - طبعه ديسمبر 1991م,اعداد-رشدى واصف بهمان,يحتوى على موعد عيد الميلاد بحسب تقويم وطقوس الكنيسة القبطية الارثوذكسية وهل عيد الميلاد 25ديسمبر ام 7 يناير وهو تاريخ ميلاد السيد المسيح له المجد,تاريخ الاقباط,ر1-ك42,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2489,ملخص قانون الكنيسة الارثوذكسية ,مطبعه-قاصد خير - الفجالة -ناشر-مكتبة مارجرجس شبرا *رقم ايداع1977-3695,المؤلف-المرحوم الشماس جرجس صموئيل عازر ,يحتوى على ملخص قانون الكنيسة الارثوذكسية خلاصة دراسات دينية نيف وثلث قرن وهو مرشد عام للسلوك المسيحى الحقيقى فى جميع الامور يتكلم عن اللاهوت وهو سبع مواد وفى الخلق والعناية وهو اربع مواد ال 3 سقوط التجسد والفداء و10 مواد وفى الوحى وهو 7 مواد الكنيسة ووسائط النعمة وهو 14 مادة الوجبات الخلاصية وبعض نظم العبادة وهو 14 مادة الموت والخلود ومابينها وهو 14 مادة,القوانين والقرارات وتاريخ الخليقة وتاريخ الكتاب المقدس,ر26-ك 30يمين,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2490,تفسير قداس الكنيسة القبطية الارثوذكسية,مطبعه-الوحدة - الفجالة - ناشر-مكتبة المحبة الارثوذكسية بالقاهرة - طبعهمايو 1960م,تاليف-القس مرقس داود,يحتوى على تفسير قداس اكنيسة القبطية الارثوذكسية والكتاب يقدم تعريف لما هى الكنيسة والرتب الكنسية فى الكنيسة القبطية ,كنائس وطوائف ومذاهب متنوعة,ر27-ك43,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2491,اتكلم الان خالد محيى الدين,مطبعه-الاهرام التجارية - قليوب - ناشر-مركز الاهرام للترجمة والنشر- طبعه اولى 1992م*رقم ايداع1992-9890,تاليف- خالد محيى الدين,يحتوى على الان تكلم خالد محيى الدين عما حدث فى ثورة 23 يوليو 1952م,تراجم ادباء وفنانين وعلماء ..مصريين,ر50-ك27,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2492,الشهيد مارجرجس الرومانى,مطبعه-الخربوطلى -ناشر-مكتبة المحبة -طبعه27-3-1993م,بقلم-ملاك لوقا,يحتوى على سيرة وحياة الشهيد مارجرجس الرومانى ,تراجم سير قديسين,ر7-ك157,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2493,القائد الصعيدى وثمرة طيبة القديس موريس والقديسة فيرينا,مطبعه-اول السواح - ناشر-كنيسة القديس موريس والقديسة فيرنيا - طبعه2009م,اعداد-اكليركى امير وليم - تقديم-جناب الاب الورع القس داود ناشد,يحتوى على سيرة وحياة القديس موريس والقديسة فيرنيا ومديح عنهم,تراجم سير قديسين,ر7-ك158,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2494,سيرة ومعجزات المتنيح القمص يسى الانبا بولا,اصدار- دير القديس العظيم الانبا بولا اول السواح ,اعداد- نيافة الحبر الجليل الانبا متاؤس اسقف ورئيس دير السريان العامر ومجمع رهبان دير الانبا بولا ,يحتوى على سيرة ومعجزات المتنيح القمص يسى الانبا بولا,تراجم كهنة ورهبان وراهبات,ر9-ك121  ,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2495,الشهيدان فليمون الزمار واريان الوالى,مطبعه-الكرنك - اسكندرية - ناشر-مكتبة مارجرجس باسبورتنج*رقم ايداع1971-1792,اعداد-مليكة حبيب يوسف- ويوسف حبيب ,يحتوى على سيرة وحياة الشهيدان قليمون الزمار واريان الوالى ,تراجم سير قديسين,ر7-ك159,,,,,سعره 2.5,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
2496,نظام قبول المبتدئين فى السيرة الرهبانية,مطبعه-النهضة الجديدة بالقاهرة - ناشر-مكتبة المحبة*رقم ايداع1979-2013,مراجعه وتقديم-الانبا متاؤس الخورى ابسكوبوس بمطرانية بنى سويف ,يحتوى على نظام قبول المبتدئين فى السيرة الرهبانية ,تاريخ الرهبنة,ر14-ك24,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
